State,Population,Percent_Toilet,Percent_Flush,Percent_Pit,Crime,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012
Andhra Pradesh,84.665533,29.8,7.5,22.3,RAPE,13.58285904,15.82698357,14.61043185,17.0435353,16.71282221,16.06320721,16.96085702,18.08291929,17.56322729,20.7994911,20.76405755,19.65380647
Arunachal Pradesh,1.382611,0,0,0,RAPE,36.88673097,44.11942332,25.31442322,40.50307715,27.48423092,28.93076939,41.22634638,26.76096169,43.39615409,35.44019251,33.99365404,33.99365404
Assam,31.169272,43.9,16.2,27.7,RAPE,29.77291225,32.69245429,38.11446093,39.55819052,45.10852868,41.38691465,47.38641313,46.35976099,52.74425402,52.26301083,47.16183297,52.16676219
Bihar,103.804637,15.7,3.2,12.5,RAPE,13.48687342,12.56205925,10.78949874,11.14593754,14.01671488,13.97818096,17.49440153,14.10341621,10.46196038,8.593065067,11.415675,12.78362931
Chhattisgarh,25.540196,49.9,4.5,45.4,RAPE,44.40059896,47.53291635,39.93704669,44.79213864,43.34344184,47.41545445,44.87044657,43.38259581,44.16567516,46.90645287,49.21653694,47.53291635
Goa,1.457723,40,20,20,RAPE,9.604019419,8.232016645,24.69604994,32.92806658,23.32404716,13.72002774,17.15003468,28.12605687,38.41607768,34.30006935,23.32404716,41.84608461
Gujarat,60.383628,46.2,16.3,29.9,RAPE,6.64087292,6.259974972,5.895637804,7.965735348,8.296950955,8.926260608,8.330072516,8.760652805,10.10207601,10.21800148,10.2842446,10.71482489
Haryana,25.353081,42.5,40.8,1.7,RAPE,21.25974354,20.15534128,20.62865653,22.60080343,24.73072208,30.44994808,23.94186332,33.4870543,33.44761136,34.15758424,31.59379328,37.07636165
Himachal Pradesh,6.856509,97.4,22.6,74.8,RAPE,22.16871589,29.75275027,21.293635,27.27335441,25.66903945,19.10593277,28.73182256,26.54412034,36.46170376,28.73182256,27.27335441,37.7743251
Jammu and Kashmir,12.548926,65.3,5.7,59.7,RAPE,17.69075696,16.17668317,21.19703312,21.59547359,19.76264742,23.98611642,26.37675925,18.6470141,24.14549261,21.19703312,27.81114495,30.91898064
Jharkhand,32.966238,31.2,0,31.2,RAPE,19.32279928,26.48163858,23.02355519,23.02355519,22.20453544,28.60502311,26.87598142,24.32791998,23.20555958,25.35927818,22.99322113,23.66057055
Karnataka,61.130704,34.9,9.8,25.1,RAPE,5.905379398,5.839945831,6.706940591,6.494281499,6.232547232,7.77023605,8.473646893,10.50208746,9.733243052,12.61231999,13.69197384,13.7737658
Kerala,33.387677,77.1,15.3,61.8,RAPE,21.32523326,17.97070218,15.48475505,16.83255771,15.15529218,19.94747942,16.62289952,18.6595791,20.78611219,19.73782123,36.7201348,37.70852342
Madhya Pradesh,72.597565,43.9,4.2,39.7,RAPE,44.24390818,54.07894879,50.88324932,57.59146329,53.72081006,53.41776959,56.90273496,53.37644589,58.44548643,60.42902403,63.26658477,66.42096054
Maharashtra,112.372972,58.4,22.4,36,RAPE,16.78339521,16.64991115,16.5164271,17.03256545,19.81793273,19.23950183,18.66107092,19.63105505,18.46529431,19.39968269,22.54100746,23.05714581
Manipur,2.721756,64,40,24,RAPE,6.245967677,6.61337754,6.980787403,10.65488604,4.40891836,7.348197267,4.40891836,6.980787403,8.083016993,8.083016993,8.81783672,16.90085371
Meghalaya,2.964007,46.5,27.1,19.4,RAPE,9.784052467,15.18215038,16.86905598,19.23072381,21.92977277,23.95405949,25.64096509,27.6652518,37.11192315,45.54645114,43.1847833,61.40336376
Mizoram,1.091014,60,20,40,RAPE,58.66102543,76.07601736,64.16049657,13.74867784,32.99682681,70.57654622,79.74233145,86.1583811,74.24286031,102.6567945,67.82681066,111.8225797
Nagaland,1.980602,36.2,13.8,22.4,RAPE,14.13711589,10.09793992,7.068557943,10.09793992,9.593042923,14.64201288,7.573454939,13.63221889,13.63221889,8.583248931,13.63221889,13.1273219
Odisha,41.947358,19.6,2.1,17.5,RAPE,21.14555105,19.548311,20.00125967,21.59849972,19.97742027,24.31619174,24.45922816,24.91217683,26.6762927,32.49310719,29.17943008,39.7164465
Punjab,27.704236,40.9,23.3,17.7,RAPE,16.56786348,19.41941297,20.71885325,20.32180205,19.96084642,22.30705803,25.59175427,23.93135837,24.5810785,27.64920137,21.58514676,32.30552902
Rajasthan,68.621012,28.6,5.8,22.9,RAPE,16.71499686,13.65470973,13.52355456,14.49993189,16.17580341,15.81148351,17.50192784,17.64765579,20.22704066,19.57126485,23.92853081,26.33304213
Sikkim,0.607688,100,100,0,RAPE,9.873487711,3.29116257,11.519069,4.936743855,13.16465028,27.97488185,49.36743855,39.49395084,31.26604442,34.55720699,41.13953213,47.72185727
Tamil Nadu,72.138958,79,60,19,RAPE,7.832106474,9.63418407,9.162871468,9.440114175,10.3134287,7.943003557,8.525213242,10.25798016,10.75701703,10.77087917,11.60260729,13.33537421
Tripura,3.671032,40,40,0,RAPE,37.86401208,38.40881801,36.77440022,51.75656328,42.76726544,45.49129509,44.94648916,57.20462257,91.52739611,87.16894868,70.27996487,55.02539885
Uttar Pradesh,199.581477,16.9,3.6,13.3,RAPE,13.45315227,10.27149428,6.067697354,9.730361901,8.432646282,8.868558479,11.43893729,14.15462017,14.62059528,12.92705134,17.89244199,18.00267266
Uttarakhand,10.116752,55.6,46.7,8.9,RAPE,8.105368205,14.03612543,15.22227687,22.33918554,22.24033959,23.03110722,16.90265809,10.675363,13.64074161,16.90265809,14.7280471,18.18765548
West Bengal,91.347736,28.5,1.8,26.7,RAPE,11.24275264,14.0014417,16.38792668,18.18326401,22.82486782,22.38698067,26.37175376,19.59545007,19.13566856,26.21849325,20.47122438,21.48931201
Total(states),0,46.14285714,20.45357143,25.7,RAPE,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,0.379944,69.2,0,69.3,RAPE,7.895900448,15.7918009,15.7918009,28.95163498,21.05573453,18.42376771,7.895900448,34.21556861,94.75080538,102.6467058,73.69507085,44.74343587
Chandigarh,1.054686,100,100,0,RAPE,30.34078389,26.54818591,30.34078389,25.60003641,40.77042835,25.60003641,22.75558792,25.60003641,36.02968087,41.71857785,25.60003641,32.23708289
Dadra and Nagar Haveli,0.342853,100,40,60,RAPE,29.1670191,8.75010573,2.91670191,35.00042292,17.50021146,14.58350955,14.58350955,23.33361528,14.58350955,8.75010573,11.66680764,14.58350955
Daman and Diu,0.242911,60,60,0,RAPE,0,0,24.70040467,8.233468225,4.116734112,8.233468225,16.46693645,0,4.116734112,4.116734112,0,41.16734112
Delhi,16.753235,70.8,70.8,0,RAPE,27.09924382,32.59072054,37.24653776,43.99150373,51.09460949,46.43879227,43.63336394,34.20234958,33.24731015,35.93335854,42.2008048,53.24344821
Lakshadweep,0.064429,0,0,0,RAPE,0,31.04192212,31.04192212,0,0,0,15.52096106,15.52096106,0,0,0,0
Puducherry,1.244464,20,0,20,RAPE,10.44626442,6.42847041,0.803558801,4.821352807,8.035588012,7.232029211,11.24982322,6.42847041,0.803558801,4.017794006,23.30320524,12.05338202
Total UT,0,70,45.13333333,24.88333333,RAPE,0,0,0,0,0,0,0,0,0,0,0,0
India,1210.193422,38.5,12.4,26.1,RAPE,16.89481998,17.54760819,16.52132596,18.58297987,19.18040503,19.65966726,20.95780686,20.68760212,21.3560903,22.37163044,23.86230124,25.71241872
Andhra Pradesh,84.665533,29.8,7.5,22.3,KIDNAPPING AND ABDUCTION,11.39779041,11.36235686,10.37021759,13.05135586,14.52775358,15.66162703,19.77191828,18.96875792,22.31132237,20.33885501,20.05538665,20.83492464
Arunachal Pradesh,1.382611,0,0,0,KIDNAPPING AND ABDUCTION,43.39615409,41.22634638,36.16346174,24.59115398,20.25153857,36.88673097,36.88673097,41.22634638,27.48423092,34.71692327,48.45903873,35.44019251
Assam,31.169272,43.9,16.2,27.7,KIDNAPPING AND ABDUCTION,50.78719837,63.10702412,60.76497391,66.82863815,72.18647904,59.28916145,55.21463575,63.04285836,76.74224794,86.20669742,91.05121223,86.27086318
Bihar,103.804637,15.7,3.2,12.5,KIDNAPPING AND ABDUCTION,9.517879245,11.11703709,8.448562852,15.47137051,14.62362418,18.89125627,20.08580792,22.94695178,23.091454,24.11260299,34.34335983,44.68971844
Chhattisgarh,25.540196,49.9,4.5,45.4,KIDNAPPING AND ABDUCTION,8.731334716,6.969406186,5.285785591,8.809642651,8.731334716,6.930252219,7.674177598,8.96625852,10.45410928,13.7821965,14.56527585,17.2668996
Goa,1.457723,40,20,20,KIDNAPPING AND ABDUCTION,5.488011097,6.174012484,8.232016645,9.604019419,12.34802497,8.232016645,5.488011097,19.20803884,12.34802497,10.29002081,10.97602219,8.232016645
Gujarat,60.383628,46.2,16.3,29.9,KIDNAPPING AND ABDUCTION,17.60410951,16.67670581,15.64993743,19.39267379,18.99521506,18.91241116,22.45641815,21.86023006,24.74180584,27.34184836,31.2667533,32.1113531
Haryana,25.353081,42.5,40.8,1.7,KIDNAPPING AND ABDUCTION,11.7539955,12.93728364,13.96280002,12.42452545,10.80736499,15.57996048,19.32703958,23.42910513,20.9047571,21.41751529,21.61472998,26.03233903
Himachal Pradesh,6.856509,97.4,22.6,74.8,KIDNAPPING AND ABDUCTION,10.79266431,14.00129424,11.08435794,10.6468175,16.77238373,11.23020476,15.4597624,21.00194137,14.87637513,14.73052832,19.54347322,19.10593277
Jammu and Kashmir,12.548926,65.3,5.7,59.7,KIDNAPPING AND ABDUCTION,50.44256377,44.86439716,55.46291372,53.55039945,59.04887797,68.69113739,76.42088255,41.67687338,55.46291372,40.56124006,71.24115641,70.44427547
Jharkhand,32.966238,31.2,0,31.2,KIDNAPPING AND ABDUCTION,9.646232609,4.610777851,10.19224578,10.19224578,6.279151415,11.4662765,16.65340158,18.32177514,12.04262373,21.53718601,27.33099239,30.33406481
Karnataka,61.130704,34.9,9.8,25.1,KIDNAPPING AND ABDUCTION,5.005667856,5.496419606,3.958730788,4.547632888,4.416765755,5.839945831,6.101680098,7.966536751,8.277346193,12.28515216,11.49994935,16.93093539
Kerala,33.387677,77.1,15.3,61.8,KIDNAPPING AND ABDUCTION,3.414433415,2.755507668,3.114921712,4.043407992,5.361259485,6.559306297,5.81052704,5.361259485,6.050136402,6.619208638,6.888769171,7.577646088
Madhya Pradesh,72.597565,43.9,4.2,39.7,KIDNAPPING AND ABDUCTION,12.63127765,15.51016208,12.64505221,13.58172275,14.42197132,11.97009845,12.47975741,13.95363605,14.60104068,17.94826039,20.28993672,22.70048589
Maharashtra,112.372972,58.4,22.4,36,KIDNAPPING AND ABDUCTION,9.094713629,8.694261464,8.34720292,10.01130414,11.90677773,11.78219261,11.444033,13.23271934,12.35172458,13.08143741,17.38852293,15.7956132
Manipur,2.721756,64,40,24,KIDNAPPING AND ABDUCTION,21.30977207,22.77941153,24.61646084,28.29055948,24.98387071,18.0030833,21.67718194,24.98387071,34.90393702,30.49501866,34.53652715,37.1083962
Meghalaya,2.964007,46.5,27.1,19.4,KIDNAPPING AND ABDUCTION,3.036430076,7.08500351,1.349524478,5.398097913,5.398097913,9.109290228,4.048573435,4.723335674,5.735479032,13.8326259,6.072860152,2.024286717
Mizoram,1.091014,60,20,40,KIDNAPPING AND ABDUCTION,4.582892612,2.749735567,2.749735567,0,0,0.916578522,0,0.916578522,0,0,0,2.749735567
Nagaland,1.980602,36.2,13.8,22.4,KIDNAPPING AND ABDUCTION,4.544072964,2.019587984,3.029381976,1.009793992,3.029381976,2.52448498,6.058763952,2.52448498,4.039175968,6.563660948,1.514690988,3.534278972
Odisha,41.947358,19.6,2.1,17.5,KIDNAPPING AND ABDUCTION,13.23086903,12.73024156,12.65872335,11.37139555,12.63488394,13.30238724,16.2346339,15.09034252,19.40527458,25.50816192,26.39021986,32.11167674
Punjab,27.704236,40.9,23.3,17.7,KIDNAPPING AND ABDUCTION,13.3192628,12.56125598,9.132177476,9.601419797,13.0304983,17.00101024,21.36857338,20.68275768,20.43008874,23.31773379,21.26028669,26.38585666
Rajasthan,68.621012,28.6,5.8,22.9,KIDNAPPING AND ABDUCTION,18.37629559,16.07379384,13.42154499,18.14313085,13.49440897,14.73309662,13.72757371,13.72757371,16.5838417,18.6677515,21.29085476,22.80642553
Sikkim,0.607688,100,100,0,KIDNAPPING AND ABDUCTION,0,3.29116257,0,6.582325141,4.936743855,0,4.936743855,13.16465028,11.519069,21.39255671,9.873487711,13.16465028
Tamil Nadu,72.138958,79,60,19,KIDNAPPING AND ABDUCTION,11.20060536,11.74122864,11.86598786,13.65420332,12.62840531,14.58296639,15.34538384,19.47630017,18.18712158,21.23679136,24.64687666,21.58334474
Tripura,3.671032,40,40,0,KIDNAPPING AND ABDUCTION,11.71332748,16.34417788,18.52340159,22.60944606,18.79580456,16.61658084,22.06464013,30.50913204,34.05037058,28.87471425,30.781535,32.68835575
Uttar Pradesh,199.581477,16.9,3.6,13.3,KIDNAPPING AND ABDUCTION,21.52003314,19.18514713,11.89489143,18.58388892,18.00267266,21.39477102,28.47458635,41.48681593,52.54495636,59.63980315,96.69735033,103.0406244
Uttarakhand,10.116752,55.6,46.7,8.9,KIDNAPPING AND ABDUCTION,15.12343092,24.11841271,21.44957196,19.96688265,22.04264768,31.03762947,35.8810812,20.06572861,18.87957716,28.96186444,29.15955635,23.9207208
West Bengal,91.347736,28.5,1.8,26.7,KIDNAPPING AND ABDUCTION,14.570695,19.49692546,17.19801791,17.73442967,17.13233484,18.17231683,19.06998549,20.32891105,21.43457611,24.67494104,30.08284737,36.69494338
Total(states),0,46.14285714,20.45357143,25.7,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,0.379944,69.2,0,69.3,KIDNAPPING AND ABDUCTION,10.52786726,2.631966816,2.631966816,5.263933632,0,26.31966816,15.7918009,26.31966816,13.15983408,28.95163498,36.84753543,18.42376771
Chandigarh,1.054686,100,100,0,KIDNAPPING AND ABDUCTION,40.77042835,35.08153138,20.85928893,57.83711929,36.97783037,47.40747483,42.66672735,39.82227886,27.4963354,21.80743842,31.28893339,45.51117584
Dadra and Nagar Haveli,0.342853,100,40,60,KIDNAPPING AND ABDUCTION,8.75010573,17.50021146,17.50021146,17.50021146,17.50021146,20.41691337,20.41691337,46.66723056,35.00042292,20.41691337,8.75010573,32.08372101
Daman and Diu,0.242911,60,60,0,KIDNAPPING AND ABDUCTION,8.233468225,0,4.116734112,0,16.46693645,4.116734112,12.35020234,0,0,0,32.9338729,0
Delhi,16.753235,70.8,70.8,0,KIDNAPPING AND ABDUCTION,17.78760938,19.39923842,16.35505023,19.7573782,25.01009507,23.99536567,21.01086745,24.59226531,22.38373663,21.84652695,30.02405207,28.53180296
Lakshadweep,0.064429,0,0,0,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,15.52096106,0,0,0,0
Puducherry,1.244464,20,0,20,KIDNAPPING AND ABDUCTION,0.803558801,8.035588012,10.44626442,4.821352807,1.607117602,16.07117602,11.24982322,6.42847041,8.839146813,17.67829363,8.035588012,12.85694082
Total UT,0,70,45.13333333,24.88333333,KIDNAPPING AND ABDUCTION,0,0,0,0,0,0,0,0,0,0,0,0
India,1210.193422,38.5,12.4,26.1,KIDNAPPING AND ABDUCTION,14.72409259,15.0562709,12.92603291,15.9065482,15.96934808,17.32532967,19.54894116,22.48235654,25.22406703,28.30126109,37.4840907,40.5579795
Andhra Pradesh,84.665533,29.8,7.5,22.3,DOWRY DEATHS,12.44898559,12.49623031,16.07501839,13.01592231,15.11831267,15.04744558,18.44906593,18.72072311,14.40964176,15.6143823,16.53565448,14.9647673
Arunachal Pradesh,1.382611,0,0,0,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,1.44653847
Assam,31.169272,43.9,16.2,27.7,DOWRY DEATHS,3.04787356,4.074525706,3.625365392,5.165343611,5.582421046,6.448658794,5.518255287,5.101177852,9.528615234,8.437797328,4.684100418,6.897819109
Bihar,103.804637,15.7,3.2,12.5,DOWRY DEATHS,27.92746147,24.44977482,23.96810077,22.32077552,22.3785764,25.75992824,31.45331552,25.09521805,28.0141628,24.16077039,37.57057597,38.47612318
Chhattisgarh,25.540196,49.9,4.5,45.4,DOWRY DEATHS,6.382096676,8.496410912,8.770488684,8.613872814,11.58957433,10.68903308,9.671029933,9.945107704,13.82135047,10.84564895,11.23718863,8.261487108
Goa,1.457723,40,20,20,DOWRY DEATHS,2.744005548,1.372002774,1.372002774,5.488011097,1.372002774,0,5.488011097,1.372002774,2.058004161,3.430006935,1.372002774,0
Gujarat,60.383628,46.2,16.3,29.9,DOWRY DEATHS,3.941465723,2.881575781,2.434434711,2.020415203,2.252266128,2.484117052,2.003854422,1.308301648,0.877721359,0.46370185,1.026768382,0.629309653
Haryana,25.353081,42.5,40.8,1.7,DOWRY DEATHS,28.95111643,25.04626558,20.82587122,22.20637405,18.97205314,21.02308591,22.56136049,24.53350739,24.9673797,23.23189044,18.02542263,18.97205314
Himachal Pradesh,6.856509,97.4,22.6,74.8,DOWRY DEATHS,2.187702226,1.896008596,2.187702226,3.646170376,0.87508089,1.750161781,4.521251266,1.16677452,0.437540445,0.58338726,1.16677452,0.58338726
Jammu and Kashmir,12.548926,65.3,5.7,59.7,DOWRY DEATHS,3.187523777,2.151578549,1.593761888,1.912514266,2.071890455,0.956257133,1.673449983,1.992202361,3.665652343,2.071890455,0.956257133,1.832826172
Jharkhand,32.966238,31.2,0,31.2,DOWRY DEATHS,16.8960741,19.17112896,17.53308946,17.53308946,15.2580346,16.8960741,16.95674223,17.29041694,17.04774442,17.19941475,16.25905874,13.46832478
Karnataka,61.130704,34.9,9.8,25.1,DOWRY DEATHS,6.903241291,9.340641652,7.966536751,9.046190602,9.455150394,9.602375919,9.520583961,11.4181574,10.89468886,10.15856124,10.50208746,8.817173118
Kerala,33.387677,77.1,15.3,61.8,DOWRY DEATHS,1.647314367,1.317851494,1.767119048,1.587412026,0.92848628,1.168095642,1.198046812,1.048290961,0.95843745,1.01833979,0.748779258,1.138144472
Madhya Pradesh,72.597565,43.9,4.2,39.7,DOWRY DEATHS,20.70317372,25.09726049,24.95951483,31.089197,27.43893683,30.3453704,29.29850333,31.7090525,34.07827797,35.31798897,29.53267096,29.50512183
Maharashtra,112.372972,58.4,22.4,36,DOWRY DEATHS,8.979027448,10.87450103,12.9835491,10.99018721,12.27163414,11.9957671,12.00466603,13.02804379,10.97238934,12.79667143,11.22155958,10.15368713
Manipur,2.721756,64,40,24,DOWRY DEATHS,0,0,0,0,0,0,0,0.367409863,0,0,1.837049317,0
Meghalaya,2.964007,46.5,27.1,19.4,DOWRY DEATHS,0,0,0,1.012143359,0.33738112,0,1.349524478,0.674762239,0,0,1.012143359,1.349524478
Mizoram,1.091014,60,20,40,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,1.980602,36.2,13.8,22.4,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,41.947358,19.6,2.1,17.5,DOWRY DEATHS,14.37516041,14.35132101,16.35383091,22.21832421,16.87829779,23.10038215,22.83814871,17.47428289,20.43036894,23.55333082,20.45420834,21.52698151
Punjab,27.704236,40.9,23.3,17.7,DOWRY DEATHS,16.24300342,17.86730376,10.39552219,12.45296929,8.879508534,11.9476314,11.40619795,10.32333106,11.6588669,10.39552219,13.13878499,9.890184303
Rajasthan,68.621012,28.6,5.8,22.9,DOWRY DEATHS,10.52155862,8.481367194,8.481367194,9.909501189,8.160765685,9.690909251,9.953219577,9.370307742,8.058756114,8.976842254,9.807491618,9.195434191
Sikkim,0.607688,100,100,0,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,3.29116257,0,14.81023157
Tamil Nadu,72.138958,79,60,19,DOWRY DEATHS,31.41159871,7.929141422,6.709273511,7.125137571,6.820170594,6.334995856,6.972654082,6.764722052,5.960718202,4.338848365,4.657677479,3.853673628
Tripura,3.671032,40,40,0,DOWRY DEATHS,25.60587867,3.54123854,11.16852155,7.627283009,11.71332748,6.810074115,11.44092451,8.444491903,16.34417788,16.88898381,15.52696898,23.69905792
Uttar Pradesh,199.581477,16.9,3.6,13.3,DOWRY DEATHS,31.59110803,28.4244815,18.99975918,24.23070554,22.66242373,26.45536089,36.62664547,42.79455252,46.1114936,46.3469864,49.07770073,49.5236339
Uttarakhand,10.116752,55.6,46.7,8.9,DOWRY DEATHS,15.91419855,18.48419335,23.12995317,26.39186964,15.8153526,22.43803149,24.11841271,16.60612023,21.54841791,16.60612023,23.03110722,14.5303552
West Bengal,91.347736,28.5,1.8,26.7,DOWRY DEATHS,7.936704638,8.582588188,10.00572143,10.68444652,10.46550294,11.58211518,11.69158697,11.84484747,10.96907317,12.30462898,12.23894591,14.7239555
Total(states),0,46.14285714,20.45357143,25.7,DOWRY DEATHS,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,0.379944,69.2,0,69.3,DOWRY DEATHS,0,0,0,0,0,0,5.263933632,7.895900448,0,0,0,7.895900448
