State,Population,Percent_Toilet,Percent_Flush,Percent_Pit,Crime,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012
Madhya Pradesh,72.597565,43.9,4.2,39.7,DOWRY PROHIBITION ACT,1.336132968,0.936670534,1.005543368,1.460104068,1.294809268,1.473878635,1.928439335,1.294809268,8.402485676,2.093734136,2.341676336,4.421635905
Maharashtra,112.372972,58.4,22.4,36,DOWRY PROHIBITION ACT,0.347058544,0.498340473,0.738611772,0.525037284,0.667420276,1.584010789,1.254750119,1.432728859,1.557313978,1.067872442,1.539516104,0.943287324
Manipur,2.721756,64,40,24,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2.964007,46.5,27.1,19.4,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,1.091014,60,20,40,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,1.980602,36.2,13.8,22.4,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,41.947358,19.6,2.1,17.5,DOWRY PROHIBITION ACT,12.53952633,16.97365541,17.06901302,16.61606435,25.24592848,28.44040857,35.97366013,51.35007549,40.47930742,78.16940461,54.04392811,48.84693811
Punjab,27.704236,40.9,23.3,17.7,DOWRY PROHIBITION ACT,0,0,0.216573379,0.072191126,0.397051195,0.252668942,0.252668942,0.252668942,0.721911263,0.108286689,0.216573379,0
Rajasthan,68.621012,28.6,5.8,22.9,DOWRY PROHIBITION ACT,0.102009571,0.058291183,0.014572796,0.335174305,0,0.072863979,0.058291183,0.116582367,0.043718388,0,0,0.728639793
Sikkim,0.607688,100,100,0,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,72.138958,79,60,19,DOWRY PROHIBITION ACT,0.914900933,3.063531913,4.89333378,4.934920186,7.097413301,2.675392123,13.46013343,8.497488971,6.667687105,5.849821119,5.891407525,7.887555016
Tripura,3.671032,40,40,0,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0.544805929,0.272402965,0,0
Uttar Pradesh,199.581477,16.9,3.6,13.3,DOWRY PROHIBITION ACT,5.606732733,4.57457282,5.105684231,5.331156057,7.505706554,8.427635797,8.076901846,3.978325103,4.068513833,2.094382737,2.530294933,11.24352838
Uttarakhand,10.116752,55.6,46.7,8.9,DOWRY PROHIBITION ACT,0.691921676,0.395383815,0.494229769,0.494229769,0.395383815,0,0.197691907,0.197691907,0.098845954,0,0.691921676,0
West Bengal,91.347736,28.5,1.8,26.7,DOWRY PROHIBITION ACT,0.08757743,0.08757743,0.284626649,0.470728689,1.061876345,0.295573828,1.587340928,1.061876345,0.810091232,1.554499391,2.145647047,5.101385326
Total(states),0,46.14285714,20.45357143,25.7,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,0.379944,69.2,0,69.3,DOWRY PROHIBITION ACT,0,0,0,0,0,0,2.631966816,0,0,0,0,0
Chandigarh,1.054686,100,100,0,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0.948149497,0,0.948149497,0
Dadra and Nagar Haveli,0.342853,100,40,60,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,2.91670191,0,0,0
Daman and Diu,0.242911,60,60,0,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,16.753235,70.8,70.8,0,DOWRY PROHIBITION ACT,1.134109323,0.775969537,0.835659501,1.492249109,0.895349465,1.37286918,1.37286918,1.014729394,0.119379929,0.358139786,0.358139786,0.656589608
Lakshadweep,0.064429,0,0,0,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,1.244464,20,0,20,DOWRY PROHIBITION ACT,1.607117602,7.232029211,12.05338202,5.624911609,18.48185243,1.607117602,20.89252883,20.89252883,10.44626442,23.30320524,20.89252883,21.69608763
Total UT,0,70,45.13333333,24.88333333,DOWRY PROHIBITION ACT,0,0,0,0,0,0,0,0,0,0,0,0
India,1210.193422,38.5,12.4,26.1,DOWRY PROHIBITION ACT,5.830472941,5.51895249,5.195037327,5.173553158,5.946983242,6.264287892,8.528388779,8.705220016,8.463109957,9.981875443,10.22315919,13.04419584
Andhra Pradesh,84.665533,29.8,7.5,22.3,INDECENT REPRESENTATION OF WOMEN (P) ACT,6.011891521,27.72084362,10.75998659,16.64195512,31.7484566,16.38210912,12.10646132,11.06707732,8.362316694,9.496190144,3.815011712,0.307090726
Arunachal Pradesh,1.382611,0,0,0,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Assam,31.169272,43.9,16.2,27.7,INDECENT REPRESENTATION OF WOMEN (P) ACT,0.03208288,0.096248639,0,0,0,0,0,0,0,0,0.03208288,0.096248639
Bihar,103.804637,15.7,3.2,12.5,INDECENT REPRESENTATION OF WOMEN (P) ACT,0.404606203,0.019266962,0,0,0,0,0,0,0,0,0,0.067434367
Chhattisgarh,25.540196,49.9,4.5,45.4,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0.039153967,0.039153967,0,0.039153967
Goa,1.457723,40,20,20,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,60.383628,46.2,16.3,29.9,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0.132486243,0.248411705,0,0,0,0,0,0,0,0,0
Haryana,25.353081,42.5,40.8,1.7,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0.394429379
Himachal Pradesh,6.856509,97.4,22.6,74.8,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0.29169363,0,0,0,0,0,0,0,0
Jammu and Kashmir,12.548926,65.3,5.7,59.7,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0.159376189,0,0,0
Jharkhand,32.966238,31.2,0,31.2,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0.242672518,0,0,0,0.606681296,0,0
Karnataka,61.130704,34.9,9.8,25.1,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,33.387677,77.1,15.3,61.8,INDECENT REPRESENTATION OF WOMEN (P) ACT,1.497558515,1.317851494,0.868583939,1.856972559,3.594140437,1.97677724,0.92848628,1.048290961,0.898535109,1.347802664,0.299511703,0.269560533
Madhya Pradesh,72.597565,43.9,4.2,39.7,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0.0826474,0,0,0.027549133,0,0,0
Maharashtra,112.372972,58.4,22.4,36,INDECENT REPRESENTATION OF WOMEN (P) ACT,0.160180866,0.489441536,0.071191496,0.115686181,0.097888307,0.32926067,0.008898937,0.017797874,0.169079803,0,0.008898937,0.017797874
Manipur,2.721756,64,40,24,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2.964007,46.5,27.1,19.4,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,1.091014,60,20,40,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,1.980602,36.2,13.8,22.4,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,41.947358,19.6,2.1,17.5,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0.023839404,0.023839404
Punjab,27.704236,40.9,23.3,17.7,INDECENT REPRESENTATION OF WOMEN (P) ACT,0.036095563,0.360955631,0.036095563,0.252668942,0,0,0,0,0,0,0,0
Rajasthan,68.621012,28.6,5.8,22.9,INDECENT REPRESENTATION OF WOMEN (P) ACT,0.757785385,0.684921406,1.369842811,1.500997974,1.369842811,1.51557077,1.821599483,1.530143566,1.69044432,0.91808614,1.530143566,0.961804527
Sikkim,0.607688,100,100,0,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,72.138958,79,60,19,INDECENT REPRESENTATION OF WOMEN (P) ACT,0.152483489,0.124759218,0.097034947,1.067384422,0.817865986,0.706968903,0.374277655,0.055448541,0.013862135,0.249518436,0.166345624,0.554485414
Tripura,3.671032,40,40,0,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,199.581477,16.9,3.6,13.3,INDECENT REPRESENTATION OF WOMEN (P) ACT,0.03006291,0,0,0,0,0,0,0,0,0.015031455,0.035073395,0
Uttarakhand,10.116752,55.6,46.7,8.9,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,91.347736,28.5,1.8,26.7,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0.010947179,0.295573828,0.043788715,0.043788715,0.218943576,0.032841536,0,0.032841536,0.010947179,0.109471788
Total(states),0,46.14285714,20.45357143,25.7,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,0.379944,69.2,0,69.3,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,1.054686,100,100,0,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0.948149497,0,0,0,0,0,0,0,0,0,0
Dadra and Nagar Haveli,0.342853,100,40,60,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,0.242911,60,60,0,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,16.753235,70.8,70.8,0,INDECENT REPRESENTATION OF WOMEN (P) ACT,0.238759857,0.059689964,0,0,0,0.119379929,0,0,0,0,0,0
Lakshadweep,0.064429,0,0,0,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,15.52096106,0,0
Puducherry,1.244464,20,0,20,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Total UT,0,70,45.13333333,24.88333333,INDECENT REPRESENTATION OF WOMEN (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
India,1210.193422,38.5,12.4,26.1,INDECENT REPRESENTATION OF WOMEN (P) ACT,0.573462049,2.088095964,0.880850929,1.404734127,2.459111036,1.37581313,1.015540142,0.897377213,0.726330175,0.791608996,0.380930843,0.144604984
Andhra Pradesh,84.665533,29.8,7.5,22.3,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,1.382611,0,0,0,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Assam,31.169272,43.9,16.2,27.7,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,103.804637,15.7,3.2,12.5,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,25.540196,49.9,4.5,45.4,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0.274077771,0,0,0,0
Goa,1.457723,40,20,20,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,60.383628,46.2,16.3,29.9,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,25.353081,42.5,40.8,1.7,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,6.856509,97.4,22.6,74.8,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,12.548926,65.3,5.7,59.7,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,32.966238,31.2,0,31.2,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,61.130704,34.9,9.8,25.1,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,33.387677,77.1,15.3,61.8,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,72.597565,43.9,4.2,39.7,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,112.372972,58.4,22.4,36,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2.721756,64,40,24,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2.964007,46.5,27.1,19.4,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,1.091014,60,20,40,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,1.980602,36.2,13.8,22.4,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,41.947358,19.6,2.1,17.5,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,27.704236,40.9,23.3,17.7,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,68.621012,28.6,5.8,22.9,COMMISSION OF SATI (P) ACT,0,0,0,0,0.262310326,0,0,0,0,0,0,0
Sikkim,0.607688,100,100,0,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,72.138958,79,60,19,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,3.671032,40,40,0,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,199.581477,16.9,3.6,13.3,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,10.116752,55.6,46.7,8.9,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,91.347736,28.5,1.8,26.7,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Total(states),0,46.14285714,20.45357143,25.7,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,0.379944,69.2,0,69.3,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,1.054686,100,100,0,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Dadra and Nagar Haveli,0.342853,100,40,60,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Daman and Diu,0.242911,60,60,0,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,16.753235,70.8,70.8,0,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,0.064429,0,0,0,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,1.244464,20,0,20,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
Total UT,0,70,45.13333333,24.88333333,COMMISSION OF SATI (P) ACT,0,0,0,0,0,0,0,0,0,0,0,0
India,1210.193422,38.5,12.4,26.1,COMMISSION OF SATI (P) ACT,0,0,0,0,0.014873655,0,0,0.005784199,0,0,0,0
Andhra Pradesh,84.665533,29.8,7.5,22.3,TOTAL CRIMES AGAINST WOMEN,262.4208366,314.496337,343.7172007,342.240803,367.7529556,362.1308331,414.820515,423.206454,430.6947433,455.5572809,446.0610908,464.0377094
Arunachal Pradesh,1.382611,0,0,0,TOTAL CRIMES AGAINST WOMEN,157.6726932,149.7167316,115.7230776,117.169616,93.30173129,101.9809621,146.8236547,130.1884623,131.6350007,142.4840393,143.9305777,146.1003854
Assam,31.169272,43.9,16.2,27.7,TOTAL CRIMES AGAINST WOMEN,176.359589,217.0085974,242.2578237,260.4167335,281.0460251,270.7153378,282.2330916,273.6990456,378.8988078,416.9491029,360.6436493,396.0952312
Bihar,103.804637,15.7,3.2,12.5,TOTAL CRIMES AGAINST WOMEN,125.5627916,125.3219545,109.0799056,118.8193549,108.087657,113.2608363,144.0687086,137.0170005,139.2712351,126.5261397,174.9151148,194.085742
Chhattisgarh,25.540196,49.9,4.5,45.4,TOTAL CRIMES AGAINST WOMEN,207.9858745,199.9593112,190.640667,236.9206564,214.9944347,225.4485439,229.2464788,235.9418072,248.118691,257.5156432,251.4859322,258.1812606
Goa,1.457723,40,20,20,TOTAL CRIMES AGAINST WOMEN,127.596258,92.61018726,131.0262649,155.7223149,157.0943176,109.0742205,99.47020113,120.7362441,161.210326,146.8042968,109.0742205,196.1963967
Gujarat,60.383628,46.2,16.3,29.9,TOTAL CRIMES AGAINST WOMEN,222.9743466,208.0530835,232.8445717,257.5035737,273.4184836,301.207473,358.7893063,367.5499591,350.59172,338.8170052,368.0302217,396.8791011
Haryana,25.353081,42.5,40.8,1.7,TOTAL CRIMES AGAINST WOMEN,230.5439722,277.3232965,257.325727,260.7178197,247.5044355,270.4602253,278.901014,292.7060423,289.9055937,297.3997519,264.1099123,286.5135011
Himachal Pradesh,6.856509,97.4,22.6,74.8,TOTAL CRIMES AGAINST WOMEN,200.1018302,181.5792847,157.9521007,175.4537185,184.7879147,167.8696841,215.269899,217.8951417,208.2692519,215.9991331,184.9337615,193.2470299
Jammu and Kashmir,12.548926,65.3,5.7,59.7,TOTAL CRIMES AGAINST WOMEN,193.1639409,220.257893,285.283378,266.5566758,252.0534427,310.4648159,351.5041845,257.6316093,326.3227467,284.406809,406.2499054,414.6968434
Jharkhand,32.966238,31.2,0,31.2,TOTAL CRIMES AGAINST WOMEN,113.752743,114.207754,119.2432088,119.2432088,104.1065104,124.8853448,137.3526455,149.6076076,130.7094853,156.8877832,147.8178978,198.6577904
Karnataka,61.130704,34.9,9.8,25.1,TOTAL CRIMES AGAINST WOMEN,160.623048,164.3527613,169.7346721,149.7447175,173.2353679,180.5148522,184.8825428,209.0602457,228.0523385,248.3040274,263.1083719,272.8579733
Kerala,33.387677,77.1,15.3,61.8,TOTAL CRIMES AGAINST WOMEN,241.8856514,268.6020953,261.3539121,294.9890764,319.549036,341.6230485,335.7526191,340.0356365,333.4164279,396.9428601,418.2381422,404.849969
Madhya Pradesh,72.597565,43.9,4.2,39.7,TOTAL CRIMES AGAINST WOMEN,307.2830335,349.7086989,331.8155368,372.2852137,334.0883403,327.1872824,358.000988,360.3839881,389.2968035,383.1257977,383.1808959,402.8647517
Maharashtra,112.372972,58.4,22.4,36,TOTAL CRIMES AGAINST WOMEN,272.3074727,267.9113978,261.0592163,270.8124512,303.9520927,322.1148231,320.71769,341.630192,365.7018166,359.3123798,352.7805601,365.2835666
Manipur,2.721756,64,40,24,TOTAL CRIMES AGAINST WOMEN,37.47580606,59.152988,55.1114795,48.49810196,46.66105264,38.21062579,48.86551182,54.00924991,67.23600499,51.80479073,62.45967677,74.21679239
Meghalaya,2.964007,46.5,27.1,19.4,TOTAL CRIMES AGAINST WOMEN,18.21858046,26.99048956,27.6652518,32.38858748,35.76239867,53.30621689,43.85954554,54.31836025,60.05383928,76.92289526,87.04432884,91.4302834
Mizoram,1.091014,60,20,40,TOTAL CRIMES AGAINST WOMEN,126.4878361,142.069671,158.5680844,72.40970327,77.9091744,126.4878361,139.3199354,162.2343985,151.2354562,177.8162333,136.5701998,197.0643823
Nagaland,1.980602,36.2,13.8,22.4,TOTAL CRIMES AGAINST WOMEN,19.18608585,24.7399528,15.14690988,18.17629185,18.68118885,32.31340774,29.28402577,34.33299573,36.35258371,33.32320173,24.7399528,37.8672747
Odisha,41.947358,19.6,2.1,17.5,TOTAL CRIMES AGAINST WOMEN,177.7227543,176.7214994,186.0665456,187.9498585,227.0464805,248.1205133,248.5019438,260.087894,270.481874,384.1004718,336.6600585,409.6324732
Punjab,27.704236,40.9,23.3,17.7,TOTAL CRIMES AGAINST WOMEN,168.3497065,170.5154403,151.3126007,131.460041,119.2236451,140.1229761,151.9984164,152.7925188,147.9918089,167.6999864,160.1199181,182.2104028
Rajasthan,68.621012,28.6,5.8,22.9,TOTAL CRIMES AGAINST WOMEN,201.5563396,193.745321,184.9579251,213.3457315,187.0855533,211.9758887,212.0050343,205.4327033,225.2225601,223.4738246,244.2983499,249.1219453
Sikkim,0.607688,100,100,0,TOTAL CRIMES AGAINST WOMEN,39.49395084,39.49395084,59.24092626,113.5451087,69.11441398,64.17767012,103.671621,90.50697068,125.0641777,111.8995274,97.08929582,113.5451087
Tamil Nadu,72.138958,79,60,19,TOTAL CRIMES AGAINST WOMEN,195.6779026,176.8253986,162.4780885,176.7422257,170.1577115,131.4546295,160.8146322,157.2659256,130.9971791,133.755744,134.8369906,151.2774831
Tripura,3.671032,40,40,0,TOTAL CRIMES AGAINST WOMEN,160.7177491,152.0008543,239.1698029,267.7721142,356.3030777,346.496571,301.5500818,483.2428592,742.8428845,579.4011057,728.9503333,530.0961691
Uttar Pradesh,199.581477,16.9,3.6,13.3,TOTAL CRIMES AGAINST WOMEN,211.8583379,178.0826584,117.4106954,165.2407853,163.9430697,173.9640398,241.9613319,289.9768098,317.324037,292.261591,361.5215254,389.5401576
Uttarakhand,10.116752,55.6,46.7,8.9,TOTAL CRIMES AGAINST WOMEN,141.9427895,172.980419,180.5915574,262.9302369,162.8981317,215.0887953,267.9713805,167.0496618,204.0180485,172.980419,132.8489618,140.3612543
West Bengal,91.347736,28.5,1.8,26.7,TOTAL CRIMES AGAINST WOMEN,121.6669453,155.012052,175.0672836,181.8654816,210.481407,245.194911,242.7536901,266.3229661,226.2891332,290.6366503,288.1297463,372.4558647
Total(states),0,46.14285714,20.45357143,25.7,TOTAL CRIMES AGAINST WOMEN,0,0,0,0,0,0,0,0,0,0,0,0
Andaman and Nicobar Islands,0.379944,69.2,0,69.3,TOTAL CRIMES AGAINST WOMEN,89.48687175,78.95900448,94.75080538,115.8065399,84.22293812,128.966374,210.5573453,223.7171794,331.6278188,344.7876529,226.3491462,192.1335776
Chandigarh,1.054686,100,100,0,TOTAL CRIMES AGAINST WOMEN,164.9780124,185.8373013,195.3187963,313.8374834,290.133746,333.7486228,274.963354,204.8002913,149.8076205,130.8446305,121.3631356,254.1040651
Dadra and Nagar Haveli,0.342853,100,40,60,TOTAL CRIMES AGAINST WOMEN,70.00084584,55.41733629,70.00084584,93.33446112,102.0845669,72.91754775,61.25074011,186.6689222,58.3340382,134.1682879,40.83382674,87.5010573
Daman and Diu,0.242911,60,60,0,TOTAL CRIMES AGAINST WOMEN,172.9028327,57.63427757,41.16734112,61.75101169,69.98447991,115.2685551,234.6538444,209.9534397,156.4358963,209.9534397,226.4203762,185.2530351
Delhi,16.753235,70.8,70.8,0,TOTAL CRIMES AGAINST WOMEN,186.4714486,183.8450902,285.8552393,310.1490548,349.3653614,370.4956088,337.1289187,185.934239,164.3264719,181.4574916,207.4226261,237.6257481
Lakshadweep,0.064429,0,0,0,TOTAL CRIMES AGAINST WOMEN,0,46.56288317,46.56288317,15.52096106,0,15.52096106,31.04192212,31.04192212,31.04192212,15.52096106,0,15.52096106
Puducherry,1.244464,20,0,20,TOTAL CRIMES AGAINST WOMEN,179.1936127,197.6754651,177.5864951,139.0156726,153.479731,208.9252883,270.799316,153.479731,122.1409378,164.7295542,164.7295542,88.39146813
Total UT,0,70,45.13333333,24.88333333,TOTAL CRIMES AGAINST WOMEN,0,0,0,0,0,0,0,0,0,0,0,0
India,1210.193422,38.5,12.4,26.1,TOTAL CRIMES AGAINST WOMEN,201.2810478,204.9102197,197.6543548,215.9340774,220.5887052,231.2217162,256.8250615,267.3209043,277.092896,285.3585168,300.6147558,325.8776596
